,Xm,Ym,Zm,cont,datetime,dry wt (mg),fresh wt (mg),image_num,leaf_area,name,position,tray
21,0.10771130000000001,0.1273223,0.03685441,0.1386987,2015-12-22:17-07-25,220.0,266.0,231.0,4741.0,PSI_Tray031_2015-12-22--17-07-25_top_1-1_234.png,p-1,31.0
22,0.1067883,0.12720710000000002,0.03664861,0.13331110000000002,2015-12-23:09-03-56,220.0,266.0,245.0,5205.0,PSI_Tray031_2015-12-23--09-03-56_top_1-1_248.png,p-1,31.0
23,0.09895354,0.1166268,0.03440225,0.1299287,2015-12-23:13-08-50,220.0,266.0,262.0,7210.0,PSI_Tray031_2015-12-23--13-08-50_top_1-1_265.png,p-1,31.0
24,0.09850513,0.1169135,0.03395198,0.12930719999999998,2015-12-23:17-28-41,220.0,266.0,275.0,7452.0,PSI_Tray031_2015-12-23--17-28-41_top_1-1_278.png,p-1,31.0
25,0.0976969,0.116525,0.03367842,0.1268462,2015-12-23:21-31-29,220.0,266.0,289.0,7709.0,PSI_Tray031_2015-12-23--21-31-29_top_1-1_292.png,p-1,31.0
26,0.09834799,0.1169503,0.03405821,0.12365910000000001,2015-12-24:09-03-58,220.0,266.0,295.0,8387.0,PSI_Tray031_2015-12-24--09-03-58_top_1-1_298.png,p-1,31.0
27,0.09984956,0.11803699999999999,0.03473432,0.1192431,2015-12-24:13-17-01,220.0,266.0,312.0,8567.0,PSI_Tray031_2015-12-24--13-17-01_top_1-1_315.png,p-1,31.0
28,0.09781951,0.11608800000000001,0.03353791,0.1218609,2015-12-24:17-47-19,220.0,266.0,316.0,8639.0,PSI_Tray031_2015-12-24--17-47-19_top_1-1_319.png,p-1,31.0
29,0.09834992,0.1172507,0.03378668,0.11432739999999998,2015-12-25:09-03-58,220.0,266.0,330.0,9967.0,PSI_Tray031_2015-12-25--09-03-58_top_1-1_333.png,p-1,31.0
30,0.09747507,0.1152729,0.03359068,0.1220463,2015-12-25:13-05-16,220.0,266.0,336.0,9958.0,PSI_Tray031_2015-12-25--13-05-16_top_1-1_339.png,p-1,31.0
31,0.1004659,0.1190894,0.03431558,0.111153,2015-12-26:10-10-53,220.0,266.0,354.0,12583.0,PSI_Tray031_2015-12-26--10-10-53_top_1-1_357.png,p-1,31.0
32,0.09869749,0.11729210000000001,0.03353541,0.1109753,2015-12-26:14-13-36,220.0,266.0,372.0,12656.0,PSI_Tray031_2015-12-26--14-13-36_top_1-1_375.png,p-1,31.0
33,0.09728128,0.115916,0.03296341,0.1155915,2015-12-26:18-19-43,220.0,266.0,390.0,13108.0,PSI_Tray031_2015-12-26--18-19-43_top_1-1_393.png,p-1,31.0
34,0.10148510000000001,0.12113779999999999,0.0342169,0.1112855,2015-12-27:09-38-14,220.0,266.0,391.0,15231.0,PSI_Tray031_2015-12-27--09-38-14_top_1-1_394.png,p-1,31.0
35,0.10196000000000001,0.12117839999999999,0.03456566,0.1058087,2015-12-27:13-41-22,220.0,266.0,396.0,15455.0,PSI_Tray031_2015-12-27--13-41-22_top_1-1_399.png,p-1,31.0
36,0.10058980000000001,0.1199943,0.03387864,0.11034949999999999,2015-12-27:17-47-46,220.0,266.0,414.0,15903.0,PSI_Tray031_2015-12-27--17-47-46_top_1-1_417.png,p-1,31.0
37,0.09962946,0.1199532,0.03358284,0.1026221,2015-12-28:09-03-56,220.0,266.0,427.0,18057.0,PSI_Tray031_2015-12-28--09-03-56_top_1-1_430.png,p-1,31.0
38,0.10286980000000001,0.1225049,0.03520127,0.09842361,2015-12-28:13-07-42,220.0,266.0,445.0,18405.0,PSI_Tray031_2015-12-28--13-07-42_top_1-1_448.png,p-1,31.0
39,0.1004056,0.1202286,0.03397018,0.09926483,2015-12-28:17-14-45,220.0,266.0,463.0,18889.0,PSI_Tray031_2015-12-28--17-14-45_top_1-1_466.png,p-1,31.0
40,0.1025028,0.1221768,0.03501496,0.09480997,2015-12-29:10-05-16,220.0,266.0,468.0,22176.0,PSI_Tray031_2015-12-29--10-05-16_top_1-1_471.png,p-1,31.0
41,0.10208289999999999,0.1217403,0.03467797,0.09379137,2015-12-29:14-10-21,220.0,266.0,486.0,22828.0,PSI_Tray031_2015-12-29--14-10-21_top_1-1_489.png,p-1,31.0
42,0.09992488,0.1195904,0.0337335,0.09416948,2015-12-29:18-18-50,220.0,266.0,504.0,23729.0,PSI_Tray031_2015-12-29--18-18-50_top_1-1_507.png,p-1,31.0
43,0.1014478,0.1211251,0.03375043,0.08596031,2015-12-30:11-06-08,220.0,266.0,510.0,28037.0,PSI_Tray031_2015-12-30--11-06-08_top_1-1_513.png,p-1,31.0
44,0.1005788,0.12074489999999999,0.03351886,0.08317215,2015-12-30:19-05-24,220.0,266.0,526.0,29678.0,PSI_Tray031_2015-12-30--19-05-24_top_1-1_529.png,p-1,31.0
45,0.09844586,0.11889469999999999,0.03250313,0.08259384,2015-12-31:09-03-59,220.0,266.0,533.0,31894.0,PSI_Tray031_2015-12-31--09-03-59_top_1-1_536.png,p-1,31.0
46,0.1005879,0.1203234,0.03335787,0.07906626,2015-12-31:13-08-55,220.0,266.0,550.0,32703.0,PSI_Tray031_2015-12-31--13-08-55_top_1-1_553.png,p-1,31.0
47,0.1001682,0.1200406,0.03332143,0.07819309,2015-12-31:17-57-44,220.0,266.0,559.0,33788.0,PSI_Tray031_2015-12-31--17-57-44_top_1-1_562.png,p-1,31.0
48,0.09874115,0.1192116,0.03263687,0.07132301,2016-01-01:09-34-15,220.0,266.0,571.0,37510.0,PSI_Tray031_2016-01-01--09-34-15_top_1-1_574.png,p-1,31.0
49,0.10496789999999999,0.1256818,0.03445895,0.07177406,2016-01-02:12-19-26,220.0,266.0,572.0,38786.0,PSI_Tray031_2016-01-02--12-19-26_top_1-1_575.png,p-1,31.0
50,0.10273779999999999,0.12356889999999998,0.0335218,0.06983985,2016-01-02:18-34-02,220.0,266.0,586.0,39945.0,PSI_Tray031_2016-01-02--18-34-02_top_1-1_589.png,p-1,31.0
51,0.09767649,0.1176529,0.03221359,0.07011775,2016-01-03:09-03-58,220.0,266.0,596.0,42604.0,PSI_Tray031_2016-01-03--09-03-58_top_1-1_599.png,p-1,31.0
52,0.09976006,0.11883219999999999,0.03358032,0.0671957,2016-01-03:13-11-11,220.0,266.0,602.0,43355.0,PSI_Tray031_2016-01-03--13-11-11_top_1-1_605.png,p-1,31.0
53,0.0971576,0.11641969999999999,0.03262615,0.06706538,2016-01-03:19-39-58,220.0,266.0,614.0,45327.0,PSI_Tray031_2016-01-03--19-39-58_top_1-1_617.png,p-1,31.0
54,0.09775129,0.11776769999999999,0.03222584,0.06351389,2016-01-04:09-04-00,220.0,266.0,619.0,50432.0,PSI_Tray031_2016-01-04--09-04-00_top_1-1_622.png,p-1,31.0
55,0.09873627,0.1178675,0.03334466,0.06378171,2016-01-04:16-01-16,220.0,266.0,632.0,51489.0,PSI_Tray031_2016-01-04--16-01-16_top_1-1_635.png,p-1,31.0
56,0.09927353,0.11859249999999999,0.03363875,0.05952981,2016-01-05:12-17-43,220.0,266.0,649.0,56850.0,PSI_Tray031_2016-01-05--12-17-43_top_1-1_652.png,p-1,31.0
57,0.09602299,0.1154434,0.03263241,0.05893207,2016-01-05:18-15-26,220.0,266.0,663.0,57920.0,PSI_Tray031_2016-01-05--18-15-26_top_1-1_666.png,p-1,31.0
58,0.09583009,0.1161786,0.0318779,0.05116301,2016-01-06:09-12-57,220.0,266.0,674.0,63478.0,PSI_Tray031_2016-01-06--09-12-57_top_1-1_677.png,p-1,31.0
59,0.09647898,0.11628689999999998,0.03245907,0.05316729,2016-01-06:15-24-11,220.0,266.0,683.0,63526.0,PSI_Tray031_2016-01-06--15-24-11_top_1-1_686.png,p-1,31.0
60,0.0953432,0.1156127,0.03197606,0.05380348,2016-01-06:19-33-38,220.0,266.0,701.0,64550.0,PSI_Tray031_2016-01-06--19-33-38_top_1-1_704.png,p-1,31.0
61,0.0975952,0.1185367,0.03246273,0.04842731,2016-01-07:09-04-00,220.0,266.0,707.0,72955.0,PSI_Tray031_2016-01-07--09-04-00_top_1-1_710.png,p-1,31.0
62,0.1008847,0.1214278,0.03433419,0.04911523,2016-01-07:13-13-33,220.0,266.0,725.0,74098.0,PSI_Tray031_2016-01-07--13-13-33_top_1-1_728.png,p-1,31.0
63,0.09815406,0.11874660000000001,0.03310259,0.05276991,2016-01-07:17-23-56,220.0,266.0,743.0,74388.0,PSI_Tray031_2016-01-07--17-23-56_top_1-1_746.png,p-1,31.0
64,0.09798553,0.11937590000000001,0.032473,0.04732428,2016-01-08:09-04-01,220.0,266.0,745.0,83364.0,PSI_Tray031_2016-01-08--09-04-01_top_1-1_748.png,p-1,31.0
65,0.10087180000000001,0.12154389999999998,0.03397641,0.04773197,2016-01-08:13-14-40,220.0,266.0,762.0,84328.0,PSI_Tray031_2016-01-08--13-14-40_top_1-1_765.png,p-1,31.0
66,0.09802499,0.1187565,0.03286544,0.04852832,2016-01-08:17-26-17,220.0,266.0,779.0,83246.0,PSI_Tray031_2016-01-08--17-26-17_top_1-1_782.png,p-1,31.0
67,0.09998,0.12077060000000002,0.03350941,0.04379794,2016-01-09:11-23-21,220.0,266.0,790.0,92872.0,PSI_Tray031_2016-01-09--11-23-21_top_1-1_793.png,p-1,31.0
68,0.0979736,0.1188841,0.03263692,0.04349636,2016-01-09:15-34-20,220.0,266.0,807.0,89821.0,PSI_Tray031_2016-01-09--15-34-20_top_1-1_810.png,p-1,31.0
69,0.09748258,0.1190952,0.03208254,0.04299301,2016-01-09:19-47-38,220.0,266.0,825.0,90034.0,PSI_Tray031_2016-01-09--19-47-38_top_1-1_828.png,p-1,31.0
70,0.09734584,0.11916769999999999,0.03211178,0.04153096,2016-01-10:09-04-00,220.0,266.0,829.0,95601.0,PSI_Tray031_2016-01-10--09-04-00_top_1-1_832.png,p-1,31.0
71,0.09787616,0.119123,0.0326878,0.04104586,2016-01-10:16-33-33,220.0,266.0,847.0,94660.0,PSI_Tray031_2016-01-10--16-33-33_top_1-1_850.png,p-1,31.0
72,0.09784015,0.120045,0.03235643,0.04163243,2016-01-10:20-35-38,220.0,266.0,864.0,98321.0,PSI_Tray031_2016-01-10--20-35-38_top_1-1_867.png,p-1,31.0
73,0.09743638,0.1182181,0.03348327,0.03891348,2016-01-12:15-33-19,220.0,266.0,866.0,116456.0,PSI_Tray031_2016-01-12--15-33-19_top_1-1_869.png,p-1,31.0
74,0.09731233,0.1187974,0.03321807,0.03987314,2016-01-12:19-57-38,220.0,266.0,886.0,117841.0,PSI_Tray031_2016-01-12--19-57-38_top_1-1_889.png,p-1,31.0
75,0.09721529,0.11784760000000001,0.03336437,0.04069131,2016-01-14:11-47-44,220.0,266.0,887.0,129189.0,PSI_Tray031_2016-01-14--11-47-44_top_1-1_890.png,p-1,31.0
76,0.09356117,0.1146461,0.03154737,0.03481599,2016-01-15:17-50-23,220.0,266.0,899.0,133391.0,PSI_Tray031_2016-01-15--17-50-23_top_1-1_902.png,p-1,31.0
77,0.09420066,0.1156479,0.0313021,0.03469198,2016-01-17:09-41-39,220.0,266.0,909.0,145808.0,PSI_Tray031_2016-01-17--09-41-39_top_1-1_912.png,p-1,31.0
78,0.09478774,0.11610999999999999,0.03181004,0.0345486,2016-01-17:13-54-08,220.0,266.0,929.0,147649.0,PSI_Tray031_2016-01-17--13-54-08_top_1-1_932.png,p-1,31.0
79,0.09457567,0.11388859999999999,0.03453772,0.2548764,2015-12-14:12-54-06,40.0,51.3,1.0,771.0,PSI_Tray031_2015-12-14--12-54-06_top_1-2_4.png,p-2,31.0
80,0.09762986,0.11691580000000001,0.03561521,0.22425370000000003,2015-12-15:09-03-53,40.0,51.3,9.0,1017.0,PSI_Tray031_2015-12-15--09-03-53_top_1-2_12.png,p-2,31.0
81,0.1012221,0.1184443,0.03817775,0.21466570000000001,2015-12-15:13-33-56,40.0,51.3,10.0,1261.0,PSI_Tray031_2015-12-15--13-33-56_top_1-2_13.png,p-2,31.0
82,0.10252560000000001,0.11853620000000001,0.03984992,0.201152,2015-12-16:11-01-59,40.0,51.3,14.0,1655.0,PSI_Tray031_2015-12-16--11-01-59_top_1-2_17.png,p-2,31.0
83,0.09995515,0.11655910000000001,0.03840372,0.2097485,2015-12-16:15-02-22,40.0,51.3,29.0,1453.0,PSI_Tray031_2015-12-16--15-02-22_top_1-2_32.png,p-2,31.0
84,0.100886,0.1181142,0.03893605,0.1949919,2015-12-16:19-14-49,40.0,51.3,31.0,1613.0,PSI_Tray031_2015-12-16--19-14-49_top_1-2_34.png,p-2,31.0
85,0.1030327,0.121207,0.03972046,0.1807081,2015-12-17:09-03-55,40.0,51.3,37.0,1985.0,PSI_Tray031_2015-12-17--09-03-55_top_1-2_40.png,p-2,31.0
86,0.107188,0.12458620000000001,0.04009315,0.1780139,2015-12-17:13-13-53,40.0,51.3,56.0,2066.0,PSI_Tray031_2015-12-17--13-13-53_top_1-2_59.png,p-2,31.0
87,0.10805239999999999,0.12610180000000001,0.03978312,0.1750555,2015-12-17:18-06-56,40.0,51.3,66.0,2160.0,PSI_Tray031_2015-12-17--18-06-56_top_1-2_69.png,p-2,31.0
88,0.1069474,0.125883,0.03857732,0.1681386,2015-12-18:09-03-55,40.0,51.3,76.0,2326.0,PSI_Tray031_2015-12-18--09-03-55_top_1-2_79.png,p-2,31.0
89,0.1093219,0.1281754,0.03834083,0.1789644,2015-12-18:16-34-21,40.0,51.3,86.0,2626.0,PSI_Tray031_2015-12-18--16-34-21_top_1-2_89.png,p-2,31.0
90,0.1122619,0.13101310000000002,0.0400075,0.1621431,2015-12-19:10-23-02,40.0,51.3,95.0,3380.0,PSI_Tray031_2015-12-19--10-23-02_top_1-2_98.png,p-2,31.0
91,0.1134778,0.1330779,0.03978031,0.16053879999999998,2015-12-19:16-49-06,40.0,51.3,110.0,3597.0,PSI_Tray031_2015-12-19--16-49-06_top_1-2_113.png,p-2,31.0
92,0.1109032,0.13153720000000002,0.03893155,0.1540945,2015-12-20:09-03-55,40.0,51.3,126.0,4204.0,PSI_Tray031_2015-12-20--09-03-55_top_1-2_129.png,p-2,31.0
93,0.11410250000000001,0.133767,0.04031913,0.1497944,2015-12-20:16-23-44,40.0,51.3,142.0,4804.0,PSI_Tray031_2015-12-20--16-23-44_top_1-2_145.png,p-2,31.0
94,0.1116542,0.1322708,0.03882702,0.14798370000000002,2015-12-20:20-30-06,40.0,51.3,159.0,4812.0,PSI_Tray031_2015-12-20--20-30-06_top_1-2_162.png,p-2,31.0
95,0.112669,0.13325510000000002,0.03899428,0.1353697,2015-12-21:09-17-08,40.0,51.3,160.0,5440.0,PSI_Tray031_2015-12-21--09-17-08_top_1-2_163.png,p-2,31.0
96,0.11000689999999999,0.12877149999999998,0.03892623,0.1314672,2015-12-21:13-30-33,40.0,51.3,179.0,6858.0,PSI_Tray031_2015-12-21--13-30-33_top_1-2_182.png,p-2,31.0
97,0.10592529999999999,0.1256447,0.03678304,0.1294586,2015-12-21:20-32-51,40.0,51.3,195.0,7343.0,PSI_Tray031_2015-12-21--20-32-51_top_1-2_198.png,p-2,31.0
98,0.10761,0.1277644,0.03697387,0.13008119999999998,2015-12-22:09-03-55,40.0,51.3,196.0,8242.0,PSI_Tray031_2015-12-22--09-03-55_top_1-2_199.png,p-2,31.0
99,0.11018900000000001,0.129969,0.03767738,0.1245865,2015-12-22:13-04-09,40.0,51.3,214.0,8598.0,PSI_Tray031_2015-12-22--13-04-09_top_1-2_217.png,p-2,31.0
100,0.1087902,0.12861019999999998,0.03751083,0.126025,2015-12-22:17-07-25,40.0,51.3,231.0,8832.0,PSI_Tray031_2015-12-22--17-07-25_top_1-2_234.png,p-2,31.0
101,0.1068171,0.12747560000000002,0.0366761,0.12535439999999998,2015-12-23:09-03-56,40.0,51.3,245.0,9990.0,PSI_Tray031_2015-12-23--09-03-56_top_1-2_248.png,p-2,31.0
102,0.1101299,0.12976110000000002,0.03790155,0.127162,2015-12-23:13-08-50,40.0,51.3,262.0,10233.0,PSI_Tray031_2015-12-23--13-08-50_top_1-2_265.png,p-2,31.0
103,0.1097443,0.1301516,0.03711729,0.1252986,2015-12-23:17-28-41,40.0,51.3,275.0,10601.0,PSI_Tray031_2015-12-23--17-28-41_top_1-2_278.png,p-2,31.0
104,0.10804269999999999,0.1286252,0.03649662,0.1215336,2015-12-23:21-31-29,40.0,51.3,289.0,10885.0,PSI_Tray031_2015-12-23--21-31-29_top_1-2_292.png,p-2,31.0
105,0.11030090000000001,0.13145079999999998,0.03739098,0.11686389999999999,2015-12-24:09-03-58,40.0,51.3,295.0,12075.0,PSI_Tray031_2015-12-24--09-03-58_top_1-2_298.png,p-2,31.0
106,0.11348310000000002,0.13397520000000002,0.03848899,0.1113958,2015-12-24:13-17-01,40.0,51.3,312.0,12297.0,PSI_Tray031_2015-12-24--13-17-01_top_1-2_315.png,p-2,31.0
107,0.1125877,0.1334734,0.03798051,0.1085965,2015-12-24:17-47-19,40.0,51.3,316.0,12619.0,PSI_Tray031_2015-12-24--17-47-19_top_1-2_319.png,p-2,31.0
108,0.11031099999999999,0.13177850000000002,0.03672014,0.10434600000000001,2015-12-25:09-03-58,40.0,51.3,330.0,13889.0,PSI_Tray031_2015-12-25--09-03-58_top_1-2_333.png,p-2,31.0
109,0.1133652,0.1341167,0.03793007,0.10053789999999999,2015-12-25:13-05-16,40.0,51.3,336.0,14401.0,PSI_Tray031_2015-12-25--13-05-16_top_1-2_339.png,p-2,31.0
110,0.1142496,0.1355056,0.03825941,0.09509898,2015-12-26:10-10-53,40.0,51.3,354.0,17932.0,PSI_Tray031_2015-12-26--10-10-53_top_1-2_357.png,p-2,31.0
111,0.11319169999999999,0.13458029999999999,0.03788801,0.09288502,2015-12-26:14-13-36,40.0,51.3,372.0,18205.0,PSI_Tray031_2015-12-26--14-13-36_top_1-2_375.png,p-2,31.0
112,0.11264460000000001,0.134133,0.0377829,0.0934872,2015-12-26:18-19-43,40.0,51.3,390.0,18767.0,PSI_Tray031_2015-12-26--18-19-43_top_1-2_393.png,p-2,31.0
113,0.1116931,0.13335529999999998,0.03729902,0.08604512,2015-12-27:09-38-14,40.0,51.3,391.0,20821.0,PSI_Tray031_2015-12-27--09-38-14_top_1-2_394.png,p-2,31.0
114,0.1145246,0.1363034,0.03840233,0.08539399,2015-12-27:13-41-22,40.0,51.3,396.0,22251.0,PSI_Tray031_2015-12-27--13-41-22_top_1-2_399.png,p-2,31.0
115,0.11328350000000001,0.1352879,0.0378484,0.08657338,2015-12-27:17-47-46,40.0,51.3,414.0,22630.0,PSI_Tray031_2015-12-27--17-47-46_top_1-2_417.png,p-2,31.0
116,0.1097796,0.13234229999999997,0.03625708,0.09094408,2015-12-28:09-03-56,40.0,51.3,427.0,23828.0,PSI_Tray031_2015-12-28--09-03-56_top_1-2_430.png,p-2,31.0
117,0.11385289999999999,0.1357894,0.03800449,0.09246884,2015-12-28:13-07-42,40.0,51.3,445.0,24464.0,PSI_Tray031_2015-12-28--13-07-42_top_1-2_448.png,p-2,31.0
118,0.1123846,0.1347679,0.0372989,0.09116716,2015-12-28:17-14-45,40.0,51.3,463.0,25190.0,PSI_Tray031_2015-12-28--17-14-45_top_1-2_466.png,p-2,31.0
119,0.11416689999999999,0.1364961,0.03792759,0.08483091,2015-12-29:10-05-16,40.0,51.3,468.0,28612.0,PSI_Tray031_2015-12-29--10-05-16_top_1-2_471.png,p-2,31.0
120,0.11499619999999999,0.13749820000000001,0.03827671,0.08099076,2015-12-29:14-10-21,40.0,51.3,486.0,29646.0,PSI_Tray031_2015-12-29--14-10-21_top_1-2_489.png,p-2,31.0
121,0.1136972,0.1365349,0.03745745,0.08002745,2015-12-29:18-18-50,40.0,51.3,504.0,30329.0,PSI_Tray031_2015-12-29--18-18-50_top_1-2_507.png,p-2,31.0
122,0.1147856,0.1374894,0.03788551,0.07606376,2015-12-30:11-06-08,40.0,51.3,510.0,35345.0,PSI_Tray031_2015-12-30--11-06-08_top_1-2_513.png,p-2,31.0
123,0.11434480000000001,0.1374283,0.03792556,0.0737411,2015-12-30:19-05-24,40.0,51.3,526.0,37318.0,PSI_Tray031_2015-12-30--19-05-24_top_1-2_529.png,p-2,31.0
124,0.11092850000000001,0.13402070000000002,0.03684816,0.07436742,2015-12-31:09-03-59,40.0,51.3,533.0,39777.0,PSI_Tray031_2015-12-31--09-03-59_top_1-2_536.png,p-2,31.0
125,0.11318139999999999,0.1354899,0.03770311,0.07189471,2015-12-31:13-08-55,40.0,51.3,550.0,40818.0,PSI_Tray031_2015-12-31--13-08-55_top_1-2_553.png,p-2,31.0
126,0.11203810000000002,0.1344465,0.0373993,0.07234875,2015-12-31:17-57-44,40.0,51.3,559.0,41805.0,PSI_Tray031_2015-12-31--17-57-44_top_1-2_562.png,p-2,31.0
127,0.10973419999999999,0.1326226,0.03628856,0.06805771,2016-01-01:09-34-15,40.0,51.3,571.0,45368.0,PSI_Tray031_2016-01-01--09-34-15_top_1-2_574.png,p-2,31.0
128,0.1154847,0.1383394,0.03815366,0.06983374,2016-01-02:12-19-26,40.0,51.3,572.0,45328.0,PSI_Tray031_2016-01-02--12-19-26_top_1-2_575.png,p-2,31.0
129,0.11603379999999999,0.1397216,0.03796601,0.06751481,2016-01-02:18-34-02,40.0,51.3,586.0,48265.0,PSI_Tray031_2016-01-02--18-34-02_top_1-2_589.png,p-2,31.0
130,0.1106639,0.13353900000000002,0.03648305,0.06630587,2016-01-03:09-03-58,40.0,51.3,596.0,51045.0,PSI_Tray031_2016-01-03--09-03-58_top_1-2_599.png,p-2,31.0
131,0.1127762,0.1347481,0.03761325,0.0684866,2016-01-03:13-11-11,40.0,51.3,602.0,51440.0,PSI_Tray031_2016-01-03--13-11-11_top_1-2_605.png,p-2,31.0
132,0.11097629999999999,0.13364790000000001,0.03664685,0.06557369,2016-01-03:19-39-58,40.0,51.3,614.0,54222.0,PSI_Tray031_2016-01-03--19-39-58_top_1-2_617.png,p-2,31.0
133,0.109775,0.1327368,0.03581513,0.06222608,2016-01-04:09-04-00,40.0,51.3,619.0,58507.0,PSI_Tray031_2016-01-04--09-04-00_top_1-2_622.png,p-2,31.0
134,0.1112628,0.1335434,0.0367673,0.0581028,2016-01-04:16-01-16,40.0,51.3,632.0,62556.0,PSI_Tray031_2016-01-04--16-01-16_top_1-2_635.png,p-2,31.0
135,0.0989455,0.11751589999999999,0.03686616,0.2878679,2015-12-14:12-54-06,210.0,270.6,1.0,582.0,PSI_Tray031_2015-12-14--12-54-06_top_1-3_4.png,p-3,31.0
136,0.09440224,0.1125976,0.03408306,0.27386259999999996,2015-12-15:09-03-53,210.0,270.6,9.0,644.0,PSI_Tray031_2015-12-15--09-03-53_top_1-3_12.png,p-3,31.0
137,0.09718201,0.11315719999999999,0.03612983,0.2662051,2015-12-15:13-33-56,210.0,270.6,10.0,868.0,PSI_Tray031_2015-12-15--13-33-56_top_1-3_13.png,p-3,31.0
138,0.10366989999999998,0.119474,0.04001846,0.2279705,2015-12-16:11-01-59,210.0,270.6,14.0,1247.0,PSI_Tray031_2015-12-16--11-01-59_top_1-3_17.png,p-3,31.0
139,0.1021789,0.11973610000000001,0.03912686,0.21727849999999999,2015-12-16:15-02-22,210.0,270.6,29.0,1139.0,PSI_Tray031_2015-12-16--15-02-22_top_1-3_32.png,p-3,31.0
140,0.10327180000000001,0.121298,0.03883466,0.22089450000000002,2015-12-16:19-14-49,210.0,270.6,31.0,1296.0,PSI_Tray031_2015-12-16--19-14-49_top_1-3_34.png,p-3,31.0
