,DTH,HAS,current_yield,date,future_yield,image_num,name,pos,target_dry,target_fresh,tray
56,12.0,44.0,20.0,2016-01-05:12-17-43,170.0,649.0,PSI_Tray031_2016-01-05--12-17-43_top_1-1_652.png,p-1,220.0,266.0,31
57,11.0,45.0,20.0,2016-01-05:18-15-26,160.0,663.0,PSI_Tray031_2016-01-05--18-15-26_top_1-1_666.png,p-1,220.0,266.0,31
58,11.0,45.0,20.0,2016-01-06:09-12-57,160.0,674.0,PSI_Tray031_2016-01-06--09-12-57_top_1-1_677.png,p-1,220.0,266.0,31
59,10.0,46.0,20.0,2016-01-06:15-24-11,140.0,683.0,PSI_Tray031_2016-01-06--15-24-11_top_1-1_686.png,p-1,220.0,266.0,31
60,10.0,46.0,20.0,2016-01-06:19-33-38,140.0,701.0,PSI_Tray031_2016-01-06--19-33-38_top_1-1_704.png,p-1,220.0,266.0,31
61,10.0,46.0,30.0,2016-01-07:09-04-00,170.0,707.0,PSI_Tray031_2016-01-07--09-04-00_top_1-1_710.png,p-1,220.0,266.0,31
62,10.0,46.0,40.0,2016-01-07:13-13-33,190.0,725.0,PSI_Tray031_2016-01-07--13-13-33_top_1-1_728.png,p-1,220.0,266.0,31
63,9.0,47.0,40.0,2016-01-07:17-23-56,170.0,743.0,PSI_Tray031_2016-01-07--17-23-56_top_1-1_746.png,p-1,220.0,266.0,31
64,9.0,47.0,50.0,2016-01-08:09-04-01,180.0,745.0,PSI_Tray031_2016-01-08--09-04-01_top_1-1_748.png,p-1,220.0,266.0,31
65,9.0,47.0,60.0,2016-01-08:13-14-40,190.0,762.0,PSI_Tray031_2016-01-08--13-14-40_top_1-1_765.png,p-1,220.0,266.0,31
66,8.0,48.0,50.0,2016-01-08:17-26-17,160.0,779.0,PSI_Tray031_2016-01-08--17-26-17_top_1-1_782.png,p-1,220.0,266.0,31
67,8.0,48.0,70.0,2016-01-09:11-23-21,180.0,790.0,PSI_Tray031_2016-01-09--11-23-21_top_1-1_793.png,p-1,220.0,266.0,31
68,7.0,49.0,70.0,2016-01-09:15-34-20,160.0,807.0,PSI_Tray031_2016-01-09--15-34-20_top_1-1_810.png,p-1,220.0,266.0,31
69,7.0,49.0,70.0,2016-01-09:19-47-38,160.0,825.0,PSI_Tray031_2016-01-09--19-47-38_top_1-1_828.png,p-1,220.0,266.0,31
70,7.0,49.0,80.0,2016-01-10:09-04-00,170.0,829.0,PSI_Tray031_2016-01-10--09-04-00_top_1-1_832.png,p-1,220.0,266.0,31
71,6.0,50.0,80.0,2016-01-10:16-33-33,150.0,847.0,PSI_Tray031_2016-01-10--16-33-33_top_1-1_850.png,p-1,220.0,266.0,31
72,6.0,50.0,80.0,2016-01-10:20-35-38,150.0,864.0,PSI_Tray031_2016-01-10--20-35-38_top_1-1_867.png,p-1,220.0,266.0,31
73,4.0,52.0,100.0,2016-01-12:15-33-19,130.0,866.0,PSI_Tray031_2016-01-12--15-33-19_top_1-1_869.png,p-1,220.0,266.0,31
74,4.0,52.0,100.0,2016-01-12:19-57-38,130.0,886.0,PSI_Tray031_2016-01-12--19-57-38_top_1-1_889.png,p-1,220.0,266.0,31
75,3.0,53.0,130.0,2016-01-14:11-47-44,140.0,887.0,PSI_Tray031_2016-01-14--11-47-44_top_1-1_890.png,p-1,220.0,266.0,31
76,1.0,55.0,130.0,2016-01-15:17-50-23,110.0,899.0,PSI_Tray031_2016-01-15--17-50-23_top_1-1_902.png,p-1,220.0,266.0,31
77,0.0,56.0,160.0,2016-01-17:09-41-39,130.0,909.0,PSI_Tray031_2016-01-17--09-41-39_top_1-1_912.png,p-1,220.0,266.0,31
78,0.0,56.0,160.0,2016-01-17:13-54-08,130.0,929.0,PSI_Tray031_2016-01-17--13-54-08_top_1-1_932.png,p-1,220.0,266.0,31
79,27.0,29.0,10.0,2015-12-14:12-54-06,350.0,1.0,PSI_Tray031_2015-12-14--12-54-06_top_1-2_4.png,p-2,40.0,51.3,31
80,26.0,30.0,10.0,2015-12-15:09-03-53,340.0,9.0,PSI_Tray031_2015-12-15--09-03-53_top_1-2_12.png,p-2,40.0,51.3,31
81,26.0,30.0,30.0,2015-12-15:13-33-56,410.0,10.0,PSI_Tray031_2015-12-15--13-33-56_top_1-2_13.png,p-2,40.0,51.3,31
82,25.0,31.0,40.0,2015-12-16:11-01-59,430.0,14.0,PSI_Tray031_2015-12-16--11-01-59_top_1-2_17.png,p-2,40.0,51.3,31
83,25.0,31.0,10.0,2015-12-16:15-02-22,320.0,29.0,PSI_Tray031_2015-12-16--15-02-22_top_1-2_32.png,p-2,40.0,51.3,31
84,25.0,31.0,10.0,2015-12-16:19-14-49,320.0,31.0,PSI_Tray031_2015-12-16--19-14-49_top_1-2_34.png,p-2,40.0,51.3,31
85,24.0,32.0,10.0,2015-12-17:09-03-55,310.0,37.0,PSI_Tray031_2015-12-17--09-03-55_top_1-2_40.png,p-2,40.0,51.3,31
86,24.0,32.0,10.0,2015-12-17:13-13-53,310.0,56.0,PSI_Tray031_2015-12-17--13-13-53_top_1-2_59.png,p-2,40.0,51.3,31
87,24.0,32.0,10.0,2015-12-17:18-06-56,310.0,66.0,PSI_Tray031_2015-12-17--18-06-56_top_1-2_69.png,p-2,40.0,51.3,31
88,23.0,33.0,10.0,2015-12-18:09-03-55,300.0,76.0,PSI_Tray031_2015-12-18--09-03-55_top_1-2_79.png,p-2,40.0,51.3,31
89,23.0,33.0,10.0,2015-12-18:16-34-21,300.0,86.0,PSI_Tray031_2015-12-18--16-34-21_top_1-2_89.png,p-2,40.0,51.3,31
90,22.0,34.0,10.0,2015-12-19:10-23-02,280.0,95.0,PSI_Tray031_2015-12-19--10-23-02_top_1-2_98.png,p-2,40.0,51.3,31
91,22.0,34.0,10.0,2015-12-19:16-49-06,280.0,110.0,PSI_Tray031_2015-12-19--16-49-06_top_1-2_113.png,p-2,40.0,51.3,31
92,21.0,35.0,10.0,2015-12-20:09-03-55,270.0,126.0,PSI_Tray031_2015-12-20--09-03-55_top_1-2_129.png,p-2,40.0,51.3,31
93,21.0,35.0,10.0,2015-12-20:16-23-44,270.0,142.0,PSI_Tray031_2015-12-20--16-23-44_top_1-2_145.png,p-2,40.0,51.3,31
94,21.0,35.0,10.0,2015-12-20:20-30-06,270.0,159.0,PSI_Tray031_2015-12-20--20-30-06_top_1-2_162.png,p-2,40.0,51.3,31
95,20.0,36.0,10.0,2015-12-21:09-17-08,250.0,160.0,PSI_Tray031_2015-12-21--09-17-08_top_1-2_163.png,p-2,40.0,51.3,31
96,20.0,36.0,10.0,2015-12-21:13-30-33,250.0,179.0,PSI_Tray031_2015-12-21--13-30-33_top_1-2_182.png,p-2,40.0,51.3,31
97,20.0,36.0,10.0,2015-12-21:20-32-51,250.0,195.0,PSI_Tray031_2015-12-21--20-32-51_top_1-2_198.png,p-2,40.0,51.3,31
98,19.0,37.0,10.0,2015-12-22:09-03-55,240.0,196.0,PSI_Tray031_2015-12-22--09-03-55_top_1-2_199.png,p-2,40.0,51.3,31
99,19.0,37.0,10.0,2015-12-22:13-04-09,240.0,214.0,PSI_Tray031_2015-12-22--13-04-09_top_1-2_217.png,p-2,40.0,51.3,31
100,19.0,37.0,10.0,2015-12-22:17-07-25,240.0,231.0,PSI_Tray031_2015-12-22--17-07-25_top_1-2_234.png,p-2,40.0,51.3,31
101,18.0,38.0,10.0,2015-12-23:09-03-56,220.0,245.0,PSI_Tray031_2015-12-23--09-03-56_top_1-2_248.png,p-2,40.0,51.3,31
102,18.0,38.0,10.0,2015-12-23:13-08-50,220.0,262.0,PSI_Tray031_2015-12-23--13-08-50_top_1-2_265.png,p-2,40.0,51.3,31
103,18.0,38.0,10.0,2015-12-23:17-28-41,220.0,275.0,PSI_Tray031_2015-12-23--17-28-41_top_1-2_278.png,p-2,40.0,51.3,31
104,17.0,39.0,10.0,2015-12-23:21-31-29,210.0,289.0,PSI_Tray031_2015-12-23--21-31-29_top_1-2_292.png,p-2,40.0,51.3,31
105,17.0,39.0,10.0,2015-12-24:09-03-58,210.0,295.0,PSI_Tray031_2015-12-24--09-03-58_top_1-2_298.png,p-2,40.0,51.3,31
106,17.0,39.0,10.0,2015-12-24:13-17-01,210.0,312.0,PSI_Tray031_2015-12-24--13-17-01_top_1-2_315.png,p-2,40.0,51.3,31
107,17.0,39.0,10.0,2015-12-24:17-47-19,210.0,316.0,PSI_Tray031_2015-12-24--17-47-19_top_1-2_319.png,p-2,40.0,51.3,31
108,16.0,40.0,10.0,2015-12-25:09-03-58,200.0,330.0,PSI_Tray031_2015-12-25--09-03-58_top_1-2_333.png,p-2,40.0,51.3,31
109,16.0,40.0,10.0,2015-12-25:13-05-16,200.0,336.0,PSI_Tray031_2015-12-25--13-05-16_top_1-2_339.png,p-2,40.0,51.3,31
110,15.0,41.0,10.0,2015-12-26:10-10-53,180.0,354.0,PSI_Tray031_2015-12-26--10-10-53_top_1-2_357.png,p-2,40.0,51.3,31
111,15.0,41.0,10.0,2015-12-26:14-13-36,180.0,372.0,PSI_Tray031_2015-12-26--14-13-36_top_1-2_375.png,p-2,40.0,51.3,31
112,15.0,41.0,10.0,2015-12-26:18-19-43,180.0,390.0,PSI_Tray031_2015-12-26--18-19-43_top_1-2_393.png,p-2,40.0,51.3,31
113,14.0,42.0,10.0,2015-12-27:09-38-14,170.0,391.0,PSI_Tray031_2015-12-27--09-38-14_top_1-2_394.png,p-2,40.0,51.3,31
114,14.0,42.0,10.0,2015-12-27:13-41-22,170.0,396.0,PSI_Tray031_2015-12-27--13-41-22_top_1-2_399.png,p-2,40.0,51.3,31
115,14.0,42.0,10.0,2015-12-27:17-47-46,170.0,414.0,PSI_Tray031_2015-12-27--17-47-46_top_1-2_417.png,p-2,40.0,51.3,31
116,13.0,43.0,10.0,2015-12-28:09-03-56,150.0,427.0,PSI_Tray031_2015-12-28--09-03-56_top_1-2_430.png,p-2,40.0,51.3,31
117,13.0,43.0,10.0,2015-12-28:13-07-42,150.0,445.0,PSI_Tray031_2015-12-28--13-07-42_top_1-2_448.png,p-2,40.0,51.3,31
118,13.0,43.0,10.0,2015-12-28:17-14-45,150.0,463.0,PSI_Tray031_2015-12-28--17-14-45_top_1-2_466.png,p-2,40.0,51.3,31
119,12.0,44.0,10.0,2015-12-29:10-05-16,140.0,468.0,PSI_Tray031_2015-12-29--10-05-16_top_1-2_471.png,p-2,40.0,51.3,31
120,12.0,44.0,10.0,2015-12-29:14-10-21,140.0,486.0,PSI_Tray031_2015-12-29--14-10-21_top_1-2_489.png,p-2,40.0,51.3,31
121,12.0,44.0,10.0,2015-12-29:18-18-50,140.0,504.0,PSI_Tray031_2015-12-29--18-18-50_top_1-2_507.png,p-2,40.0,51.3,31
122,11.0,45.0,10.0,2015-12-30:11-06-08,120.0,510.0,PSI_Tray031_2015-12-30--11-06-08_top_1-2_513.png,p-2,40.0,51.3,31
123,11.0,45.0,10.0,2015-12-30:19-05-24,120.0,526.0,PSI_Tray031_2015-12-30--19-05-24_top_1-2_529.png,p-2,40.0,51.3,31
124,10.0,46.0,10.0,2015-12-31:09-03-59,110.0,533.0,PSI_Tray031_2015-12-31--09-03-59_top_1-2_536.png,p-2,40.0,51.3,31
125,10.0,46.0,10.0,2015-12-31:13-08-55,110.0,550.0,PSI_Tray031_2015-12-31--13-08-55_top_1-2_553.png,p-2,40.0,51.3,31
126,10.0,46.0,10.0,2015-12-31:17-57-44,110.0,559.0,PSI_Tray031_2015-12-31--17-57-44_top_1-2_562.png,p-2,40.0,51.3,31
127,9.0,47.0,10.0,2016-01-01:09-34-15,90.0,571.0,PSI_Tray031_2016-01-01--09-34-15_top_1-2_574.png,p-2,40.0,51.3,31
128,8.0,48.0,20.0,2016-01-02:12-19-26,110.0,572.0,PSI_Tray031_2016-01-02--12-19-26_top_1-2_575.png,p-2,40.0,51.3,31
129,8.0,48.0,20.0,2016-01-02:18-34-02,110.0,586.0,PSI_Tray031_2016-01-02--18-34-02_top_1-2_589.png,p-2,40.0,51.3,31
130,7.0,49.0,20.0,2016-01-03:09-03-58,90.0,596.0,PSI_Tray031_2016-01-03--09-03-58_top_1-2_599.png,p-2,40.0,51.3,31
131,7.0,49.0,30.0,2016-01-03:13-11-11,110.0,602.0,PSI_Tray031_2016-01-03--13-11-11_top_1-2_605.png,p-2,40.0,51.3,31
132,7.0,49.0,30.0,2016-01-03:19-39-58,110.0,614.0,PSI_Tray031_2016-01-03--19-39-58_top_1-2_617.png,p-2,40.0,51.3,31
133,6.0,50.0,30.0,2016-01-04:09-04-00,100.0,619.0,PSI_Tray031_2016-01-04--09-04-00_top_1-2_622.png,p-2,40.0,51.3,31
134,6.0,50.0,40.0,2016-01-04:16-01-16,110.0,632.0,PSI_Tray031_2016-01-04--16-01-16_top_1-2_635.png,p-2,40.0,51.3,31
135,34.0,22.0,10.0,2015-12-14:12-54-06,450.0,1.0,PSI_Tray031_2015-12-14--12-54-06_top_1-3_4.png,p-3,210.0,270.6,31
136,33.0,23.0,10.0,2015-12-15:09-03-53,440.0,9.0,PSI_Tray031_2015-12-15--09-03-53_top_1-3_12.png,p-3,210.0,270.6,31
137,33.0,23.0,30.0,2015-12-15:13-33-56,510.0,10.0,PSI_Tray031_2015-12-15--13-33-56_top_1-3_13.png,p-3,210.0,270.6,31
138,32.0,24.0,50.0,2015-12-16:11-01-59,560.0,14.0,PSI_Tray031_2015-12-16--11-01-59_top_1-3_17.png,p-3,210.0,270.6,31
139,31.0,25.0,10.0,2015-12-16:15-02-22,410.0,29.0,PSI_Tray031_2015-12-16--15-02-22_top_1-3_32.png,p-3,210.0,270.6,31
140,31.0,25.0,10.0,2015-12-16:19-14-49,410.0,31.0,PSI_Tray031_2015-12-16--19-14-49_top_1-3_34.png,p-3,210.0,270.6,31
141,31.0,25.0,10.0,2015-12-17:09-03-55,410.0,37.0,PSI_Tray031_2015-12-17--09-03-55_top_1-3_40.png,p-3,210.0,270.6,31
142,31.0,25.0,10.0,2015-12-17:13-13-53,410.0,56.0,PSI_Tray031_2015-12-17--13-13-53_top_1-3_59.png,p-3,210.0,270.6,31
143,30.0,26.0,10.0,2015-12-17:18-06-56,390.0,66.0,PSI_Tray031_2015-12-17--18-06-56_top_1-3_69.png,p-3,210.0,270.6,31
144,30.0,26.0,10.0,2015-12-18:09-03-55,390.0,76.0,PSI_Tray031_2015-12-18--09-03-55_top_1-3_79.png,p-3,210.0,270.6,31
145,29.0,27.0,10.0,2015-12-18:16-34-21,380.0,86.0,PSI_Tray031_2015-12-18--16-34-21_top_1-3_89.png,p-3,210.0,270.6,31
146,29.0,27.0,10.0,2015-12-19:10-23-02,380.0,95.0,PSI_Tray031_2015-12-19--10-23-02_top_1-3_98.png,p-3,210.0,270.6,31
147,28.0,28.0,10.0,2015-12-19:16-49-06,370.0,110.0,PSI_Tray031_2015-12-19--16-49-06_top_1-3_113.png,p-3,210.0,270.6,31
148,28.0,28.0,10.0,2015-12-20:09-03-55,370.0,126.0,PSI_Tray031_2015-12-20--09-03-55_top_1-3_129.png,p-3,210.0,270.6,31
149,27.0,29.0,10.0,2015-12-20:16-23-44,350.0,142.0,PSI_Tray031_2015-12-20--16-23-44_top_1-3_145.png,p-3,210.0,270.6,31
150,27.0,29.0,10.0,2015-12-20:20-30-06,350.0,159.0,PSI_Tray031_2015-12-20--20-30-06_top_1-3_162.png,p-3,210.0,270.6,31
151,27.0,29.0,10.0,2015-12-21:09-17-08,350.0,160.0,PSI_Tray031_2015-12-21--09-17-08_top_1-3_163.png,p-3,210.0,270.6,31
152,27.0,29.0,10.0,2015-12-21:13-30-33,350.0,179.0,PSI_Tray031_2015-12-21--13-30-33_top_1-3_182.png,p-3,210.0,270.6,31
153,26.0,30.0,10.0,2015-12-21:20-32-51,340.0,195.0,PSI_Tray031_2015-12-21--20-32-51_top_1-3_198.png,p-3,210.0,270.6,31
154,26.0,30.0,10.0,2015-12-22:09-03-55,340.0,196.0,PSI_Tray031_2015-12-22--09-03-55_top_1-3_199.png,p-3,210.0,270.6,31
155,26.0,30.0,10.0,2015-12-22:13-04-09,340.0,214.0,PSI_Tray031_2015-12-22--13-04-09_top_1-3_217.png,p-3,210.0,270.6,31
156,25.0,31.0,10.0,2015-12-22:17-07-25,320.0,231.0,PSI_Tray031_2015-12-22--17-07-25_top_1-3_234.png,p-3,210.0,270.6,31
157,25.0,31.0,10.0,2015-12-23:09-03-56,320.0,245.0,PSI_Tray031_2015-12-23--09-03-56_top_1-3_248.png,p-3,210.0,270.6,31
158,25.0,31.0,10.0,2015-12-23:13-08-50,320.0,262.0,PSI_Tray031_2015-12-23--13-08-50_top_1-3_265.png,p-3,210.0,270.6,31
159,24.0,32.0,10.0,2015-12-23:17-28-41,310.0,275.0,PSI_Tray031_2015-12-23--17-28-41_top_1-3_278.png,p-3,210.0,270.6,31
160,24.0,32.0,10.0,2015-12-23:21-31-29,310.0,289.0,PSI_Tray031_2015-12-23--21-31-29_top_1-3_292.png,p-3,210.0,270.6,31
161,24.0,32.0,10.0,2015-12-24:09-03-58,310.0,295.0,PSI_Tray031_2015-12-24--09-03-58_top_1-3_298.png,p-3,210.0,270.6,31
162,24.0,32.0,10.0,2015-12-24:13-17-01,310.0,312.0,PSI_Tray031_2015-12-24--13-17-01_top_1-3_315.png,p-3,210.0,270.6,31
163,23.0,33.0,10.0,2015-12-24:17-47-19,300.0,316.0,PSI_Tray031_2015-12-24--17-47-19_top_1-3_319.png,p-3,210.0,270.6,31
164,23.0,33.0,10.0,2015-12-25:09-03-58,300.0,330.0,PSI_Tray031_2015-12-25--09-03-58_top_1-3_333.png,p-3,210.0,270.6,31
165,23.0,33.0,10.0,2015-12-25:13-05-16,300.0,336.0,PSI_Tray031_2015-12-25--13-05-16_top_1-3_339.png,p-3,210.0,270.6,31
166,22.0,34.0,10.0,2015-12-26:10-10-53,280.0,354.0,PSI_Tray031_2015-12-26--10-10-53_top_1-3_357.png,p-3,210.0,270.6,31
167,21.0,35.0,10.0,2015-12-26:14-13-36,270.0,372.0,PSI_Tray031_2015-12-26--14-13-36_top_1-3_375.png,p-3,210.0,270.6,31
168,21.0,35.0,10.0,2015-12-26:18-19-43,270.0,390.0,PSI_Tray031_2015-12-26--18-19-43_top_1-3_393.png,p-3,210.0,270.6,31
169,21.0,35.0,10.0,2015-12-27:09-38-14,270.0,391.0,PSI_Tray031_2015-12-27--09-38-14_top_1-3_394.png,p-3,210.0,270.6,31
170,21.0,35.0,10.0,2015-12-27:13-41-22,270.0,396.0,PSI_Tray031_2015-12-27--13-41-22_top_1-3_399.png,p-3,210.0,270.6,31
