,HAS,HTH,current_yield,date,future_yield,image_num,name,pos,target_dry,target_fresh,tray
23,744.0,600.0,6.675754070281982,2015-12-23:13-08-50,[206.97278],262.0,PSI_Tray031_2015-12-23--13-08-50_top_1-1_265.png,p-1,220.0,266.0,31
24,748.0,596.0,6.719559669494629,2015-12-23:17-28-41,[206.97278],275.0,PSI_Tray031_2015-12-23--17-28-41_top_1-1_278.png,p-1,220.0,266.0,31
25,752.0,592.0,6.728227615356445,2015-12-23:21-31-29,[206.97278],289.0,PSI_Tray031_2015-12-23--21-31-29_top_1-1_292.png,p-1,220.0,266.0,31
26,764.0,580.0,6.730441570281982,2015-12-24:09-03-58,[206.97278],295.0,PSI_Tray031_2015-12-24--09-03-58_top_1-1_298.png,p-1,220.0,266.0,31
27,768.0,576.0,6.544124603271484,2015-12-24:13-17-01,[206.97278],312.0,PSI_Tray031_2015-12-24--13-17-01_top_1-1_315.png,p-1,220.0,266.0,31
28,772.0,572.0,6.525517463684082,2015-12-24:17-47-19,[206.97278],316.0,PSI_Tray031_2015-12-24--17-47-19_top_1-1_319.png,p-1,220.0,266.0,31
29,788.0,556.0,6.790300369262695,2015-12-25:09-03-58,[206.97278],330.0,PSI_Tray031_2015-12-25--09-03-58_top_1-1_333.png,p-1,220.0,266.0,31
30,792.0,552.0,6.672358512878418,2015-12-25:13-05-16,[206.97278],336.0,PSI_Tray031_2015-12-25--13-05-16_top_1-1_339.png,p-1,220.0,266.0,31
31,813.0,531.0,6.648745536804199,2015-12-26:10-10-53,[206.97278],354.0,PSI_Tray031_2015-12-26--10-10-53_top_1-1_357.png,p-1,220.0,266.0,31
32,817.0,527.0,6.579612731933594,2015-12-26:14-13-36,[206.97278],372.0,PSI_Tray031_2015-12-26--14-13-36_top_1-1_375.png,p-1,220.0,266.0,31
33,821.0,523.0,6.55994987487793,2015-12-26:18-19-43,[206.97278],390.0,PSI_Tray031_2015-12-26--18-19-43_top_1-1_393.png,p-1,220.0,266.0,31
34,836.0,508.0,6.6362996101379395,2015-12-27:09-38-14,[206.97278],391.0,PSI_Tray031_2015-12-27--09-38-14_top_1-1_394.png,p-1,220.0,266.0,31
35,840.0,504.0,6.594772815704346,2015-12-27:13-41-22,[206.97278],396.0,PSI_Tray031_2015-12-27--13-41-22_top_1-1_399.png,p-1,220.0,266.0,31
36,844.0,500.0,6.5385260581970215,2015-12-27:17-47-46,[206.97278],414.0,PSI_Tray031_2015-12-27--17-47-46_top_1-1_417.png,p-1,220.0,266.0,31
37,860.0,484.0,6.586633682250977,2015-12-28:09-03-56,[206.97278],427.0,PSI_Tray031_2015-12-28--09-03-56_top_1-1_430.png,p-1,220.0,266.0,31
38,864.0,480.0,6.461342811584473,2015-12-28:13-07-42,[206.97278],445.0,PSI_Tray031_2015-12-28--13-07-42_top_1-1_448.png,p-1,220.0,266.0,31
39,868.0,476.0,6.436941146850586,2015-12-28:17-14-45,[206.97278],463.0,PSI_Tray031_2015-12-28--17-14-45_top_1-1_466.png,p-1,220.0,266.0,31
40,885.0,459.0,6.375117301940918,2015-12-29:10-05-16,[206.97278],468.0,PSI_Tray031_2015-12-29--10-05-16_top_1-1_471.png,p-1,220.0,266.0,31
41,889.0,455.0,6.338537693023682,2015-12-29:14-10-21,[206.97278],486.0,PSI_Tray031_2015-12-29--14-10-21_top_1-1_489.png,p-1,220.0,266.0,31
42,893.0,451.0,6.31098747253418,2015-12-29:18-18-50,[206.97278],504.0,PSI_Tray031_2015-12-29--18-18-50_top_1-1_507.png,p-1,220.0,266.0,31
43,910.0,434.0,6.269702434539795,2015-12-30:11-06-08,[206.97278],510.0,PSI_Tray031_2015-12-30--11-06-08_top_1-1_513.png,p-1,220.0,266.0,31
44,918.0,426.0,6.268122673034668,2015-12-30:19-05-24,[206.97278],526.0,PSI_Tray031_2015-12-30--19-05-24_top_1-1_529.png,p-1,220.0,266.0,31
45,932.0,412.0,6.299930572509766,2015-12-31:09-03-59,[206.97278],533.0,PSI_Tray031_2015-12-31--09-03-59_top_1-1_536.png,p-1,220.0,266.0,31
46,936.0,408.0,6.297883033752441,2015-12-31:13-08-55,[206.97278],550.0,PSI_Tray031_2015-12-31--13-08-55_top_1-1_553.png,p-1,220.0,266.0,31
47,941.0,403.0,6.33039665222168,2015-12-31:17-57-44,[206.97278],559.0,PSI_Tray031_2015-12-31--17-57-44_top_1-1_562.png,p-1,220.0,266.0,31
48,956.0,388.0,6.388839244842529,2016-01-01:09-34-15,[206.97278],571.0,PSI_Tray031_2016-01-01--09-34-15_top_1-1_574.png,p-1,220.0,266.0,31
49,983.0,361.0,6.566532135009766,2016-01-02:12-19-26,[206.97278],572.0,PSI_Tray031_2016-01-02--12-19-26_top_1-1_575.png,p-1,220.0,266.0,31
50,989.0,355.0,6.639559745788574,2016-01-02:18-34-02,[206.97278],586.0,PSI_Tray031_2016-01-02--18-34-02_top_1-1_589.png,p-1,220.0,266.0,31
51,1004.0,340.0,6.5917744636535645,2016-01-03:09-03-58,[206.97278],596.0,PSI_Tray031_2016-01-03--09-03-58_top_1-1_599.png,p-1,220.0,266.0,31
52,1008.0,336.0,6.758827209472656,2016-01-03:13-11-11,[206.97278],602.0,PSI_Tray031_2016-01-03--13-11-11_top_1-1_605.png,p-1,220.0,266.0,31
53,1014.0,330.0,6.940219402313232,2016-01-03:19-39-58,[206.97278],614.0,PSI_Tray031_2016-01-03--19-39-58_top_1-1_617.png,p-1,220.0,266.0,31
54,1028.0,316.0,7.485808849334717,2016-01-04:09-04-00,[206.97278],619.0,PSI_Tray031_2016-01-04--09-04-00_top_1-1_622.png,p-1,220.0,266.0,31
55,1035.0,309.0,10.265507698059082,2016-01-04:16-01-16,[206.97278],632.0,PSI_Tray031_2016-01-04--16-01-16_top_1-1_635.png,p-1,220.0,266.0,31
56,1055.0,289.0,15.525548934936523,2016-01-05:12-17-43,[206.97278],649.0,PSI_Tray031_2016-01-05--12-17-43_top_1-1_652.png,p-1,220.0,266.0,31
57,1061.0,283.0,15.658775329589844,2016-01-05:18-15-26,[206.97278],663.0,PSI_Tray031_2016-01-05--18-15-26_top_1-1_666.png,p-1,220.0,266.0,31
58,1076.0,268.0,18.664844512939453,2016-01-06:09-12-57,[206.97278],674.0,PSI_Tray031_2016-01-06--09-12-57_top_1-1_677.png,p-1,220.0,266.0,31
59,1082.0,262.0,22.004892349243164,2016-01-06:15-24-11,[206.97278],683.0,PSI_Tray031_2016-01-06--15-24-11_top_1-1_686.png,p-1,220.0,266.0,31
60,1086.0,258.0,22.85431480407715,2016-01-06:19-33-38,[206.97278],701.0,PSI_Tray031_2016-01-06--19-33-38_top_1-1_704.png,p-1,220.0,266.0,31
61,1100.0,244.0,32.486785888671875,2016-01-07:09-04-00,[206.97278],707.0,PSI_Tray031_2016-01-07--09-04-00_top_1-1_710.png,p-1,220.0,266.0,31
62,1104.0,240.0,38.95778274536133,2016-01-07:13-13-33,[206.97278],725.0,PSI_Tray031_2016-01-07--13-13-33_top_1-1_728.png,p-1,220.0,266.0,31
63,1108.0,236.0,38.58995056152344,2016-01-07:17-23-56,[206.97278],743.0,PSI_Tray031_2016-01-07--17-23-56_top_1-1_746.png,p-1,220.0,266.0,31
64,1124.0,220.0,49.269775390625,2016-01-08:09-04-01,[206.97278],745.0,PSI_Tray031_2016-01-08--09-04-01_top_1-1_748.png,p-1,220.0,266.0,31
65,1128.0,216.0,55.31308364868164,2016-01-08:13-14-40,[206.97278],762.0,PSI_Tray031_2016-01-08--13-14-40_top_1-1_765.png,p-1,220.0,266.0,31
66,1132.0,212.0,54.002777099609375,2016-01-08:17-26-17,[206.97278],779.0,PSI_Tray031_2016-01-08--17-26-17_top_1-1_782.png,p-1,220.0,266.0,31
67,1150.0,194.0,74.7265396118164,2016-01-09:11-23-21,[206.97278],790.0,PSI_Tray031_2016-01-09--11-23-21_top_1-1_793.png,p-1,220.0,266.0,31
68,1154.0,190.0,65.37881469726562,2016-01-09:15-34-20,[206.97278],807.0,PSI_Tray031_2016-01-09--15-34-20_top_1-1_810.png,p-1,220.0,266.0,31
69,1158.0,186.0,68.62654113769531,2016-01-09:19-47-38,[206.97278],825.0,PSI_Tray031_2016-01-09--19-47-38_top_1-1_828.png,p-1,220.0,266.0,31
70,1172.0,172.0,75.68025207519531,2016-01-10:09-04-00,[206.97278],829.0,PSI_Tray031_2016-01-10--09-04-00_top_1-1_832.png,p-1,220.0,266.0,31
71,1179.0,165.0,77.0824203491211,2016-01-10:16-33-33,[206.97278],847.0,PSI_Tray031_2016-01-10--16-33-33_top_1-1_850.png,p-1,220.0,266.0,31
72,1183.0,161.0,82.88877868652344,2016-01-10:20-35-38,[206.97278],864.0,PSI_Tray031_2016-01-10--20-35-38_top_1-1_867.png,p-1,220.0,266.0,31
73,1226.0,118.0,98.8256607055664,2016-01-12:15-33-19,[206.97278],866.0,PSI_Tray031_2016-01-12--15-33-19_top_1-1_869.png,p-1,220.0,266.0,31
74,1231.0,113.0,102.23709106445312,2016-01-12:19-57-38,[206.97278],886.0,PSI_Tray031_2016-01-12--19-57-38_top_1-1_889.png,p-1,220.0,266.0,31
75,1270.0,74.0,127.66753387451172,2016-01-14:11-47-44,[206.97278],887.0,PSI_Tray031_2016-01-14--11-47-44_top_1-1_890.png,p-1,220.0,266.0,31
76,1300.0,44.0,131.905029296875,2016-01-15:17-50-23,[206.97278],899.0,PSI_Tray031_2016-01-15--17-50-23_top_1-1_902.png,p-1,220.0,266.0,31
77,1340.0,4.0,160.46922302246094,2016-01-17:09-41-39,[206.97278],909.0,PSI_Tray031_2016-01-17--09-41-39_top_1-1_912.png,p-1,220.0,266.0,31
78,1344.0,0.0,160.94589233398438,2016-01-17:13-54-08,[206.97278],929.0,PSI_Tray031_2016-01-17--13-54-08_top_1-1_932.png,p-1,220.0,266.0,31
79,689.0,655.0,6.3973894119262695,2015-12-14:12-54-06,[206.97278],1.0,PSI_Tray031_2015-12-14--12-54-06_top_1-2_4.png,p-2,40.0,51.3,31
80,709.0,635.0,6.647070407867432,2015-12-15:09-03-53,[206.97278],9.0,PSI_Tray031_2015-12-15--09-03-53_top_1-2_12.png,p-2,40.0,51.3,31
81,713.0,631.0,28.209264755249023,2015-12-15:13-33-56,[206.97278],10.0,PSI_Tray031_2015-12-15--13-33-56_top_1-2_13.png,p-2,40.0,51.3,31
82,735.0,609.0,44.71941375732422,2015-12-16:11-01-59,[206.97278],14.0,PSI_Tray031_2015-12-16--11-01-59_top_1-2_17.png,p-2,40.0,51.3,31
83,739.0,605.0,6.31199312210083,2015-12-16:15-02-22,[206.97278],29.0,PSI_Tray031_2015-12-16--15-02-22_top_1-2_32.png,p-2,40.0,51.3,31
84,743.0,601.0,6.326822280883789,2015-12-16:19-14-49,[206.97278],31.0,PSI_Tray031_2015-12-16--19-14-49_top_1-2_34.png,p-2,40.0,51.3,31
85,757.0,587.0,6.210622787475586,2015-12-17:09-03-55,[206.97278],37.0,PSI_Tray031_2015-12-17--09-03-55_top_1-2_40.png,p-2,40.0,51.3,31
86,761.0,583.0,6.1794962882995605,2015-12-17:13-13-53,[206.97278],56.0,PSI_Tray031_2015-12-17--13-13-53_top_1-2_59.png,p-2,40.0,51.3,31
87,766.0,578.0,6.197747707366943,2015-12-17:18-06-56,[206.97278],66.0,PSI_Tray031_2015-12-17--18-06-56_top_1-2_69.png,p-2,40.0,51.3,31
88,781.0,563.0,6.2149658203125,2015-12-18:09-03-55,[206.97278],76.0,PSI_Tray031_2015-12-18--09-03-55_top_1-2_79.png,p-2,40.0,51.3,31
89,788.0,556.0,6.187127590179443,2015-12-18:16-34-21,[206.97278],86.0,PSI_Tray031_2015-12-18--16-34-21_top_1-2_89.png,p-2,40.0,51.3,31
90,806.0,538.0,6.165604114532471,2015-12-19:10-23-02,[206.97278],95.0,PSI_Tray031_2015-12-19--10-23-02_top_1-2_98.png,p-2,40.0,51.3,31
91,813.0,531.0,6.1729583740234375,2015-12-19:16-49-06,[206.97278],110.0,PSI_Tray031_2015-12-19--16-49-06_top_1-2_113.png,p-2,40.0,51.3,31
92,829.0,515.0,6.194921970367432,2015-12-20:09-03-55,[206.97278],126.0,PSI_Tray031_2015-12-20--09-03-55_top_1-2_129.png,p-2,40.0,51.3,31
93,836.0,508.0,6.17172384262085,2015-12-20:16-23-44,[206.97278],142.0,PSI_Tray031_2015-12-20--16-23-44_top_1-2_145.png,p-2,40.0,51.3,31
94,840.0,504.0,6.171050071716309,2015-12-20:20-30-06,[206.97278],159.0,PSI_Tray031_2015-12-20--20-30-06_top_1-2_162.png,p-2,40.0,51.3,31
95,853.0,491.0,6.184144496917725,2015-12-21:09-17-08,[206.97278],160.0,PSI_Tray031_2015-12-21--09-17-08_top_1-2_163.png,p-2,40.0,51.3,31
96,857.0,487.0,6.165627479553223,2015-12-21:13-30-33,[206.97278],179.0,PSI_Tray031_2015-12-21--13-30-33_top_1-2_182.png,p-2,40.0,51.3,31
97,864.0,480.0,6.172589302062988,2015-12-21:20-32-51,[206.97278],195.0,PSI_Tray031_2015-12-21--20-32-51_top_1-2_198.png,p-2,40.0,51.3,31
98,877.0,467.0,6.206905841827393,2015-12-22:09-03-55,[206.97278],196.0,PSI_Tray031_2015-12-22--09-03-55_top_1-2_199.png,p-2,40.0,51.3,31
99,881.0,463.0,6.157772541046143,2015-12-22:13-04-09,[206.97278],214.0,PSI_Tray031_2015-12-22--13-04-09_top_1-2_217.png,p-2,40.0,51.3,31
100,885.0,459.0,6.172682762145996,2015-12-22:17-07-25,[206.97278],231.0,PSI_Tray031_2015-12-22--17-07-25_top_1-2_234.png,p-2,40.0,51.3,31
101,901.0,443.0,6.181788444519043,2015-12-23:09-03-56,[206.97278],245.0,PSI_Tray031_2015-12-23--09-03-56_top_1-2_248.png,p-2,40.0,51.3,31
102,905.0,439.0,6.160386562347412,2015-12-23:13-08-50,[206.97278],262.0,PSI_Tray031_2015-12-23--13-08-50_top_1-2_265.png,p-2,40.0,51.3,31
103,909.0,435.0,6.163905620574951,2015-12-23:17-28-41,[206.97278],275.0,PSI_Tray031_2015-12-23--17-28-41_top_1-2_278.png,p-2,40.0,51.3,31
104,913.0,431.0,6.171041488647461,2015-12-23:21-31-29,[206.97278],289.0,PSI_Tray031_2015-12-23--21-31-29_top_1-2_292.png,p-2,40.0,51.3,31
105,925.0,419.0,6.179512023925781,2015-12-24:09-03-58,[206.97278],295.0,PSI_Tray031_2015-12-24--09-03-58_top_1-2_298.png,p-2,40.0,51.3,31
106,929.0,415.0,6.1795525550842285,2015-12-24:13-17-01,[206.97278],312.0,PSI_Tray031_2015-12-24--13-17-01_top_1-2_315.png,p-2,40.0,51.3,31
107,934.0,410.0,6.2288432121276855,2015-12-24:17-47-19,[206.97278],316.0,PSI_Tray031_2015-12-24--17-47-19_top_1-2_319.png,p-2,40.0,51.3,31
108,949.0,395.0,6.19339656829834,2015-12-25:09-03-58,[206.97278],330.0,PSI_Tray031_2015-12-25--09-03-58_top_1-2_333.png,p-2,40.0,51.3,31
109,953.0,391.0,6.143491268157959,2015-12-25:13-05-16,[206.97278],336.0,PSI_Tray031_2015-12-25--13-05-16_top_1-2_339.png,p-2,40.0,51.3,31
110,974.0,370.0,6.140366554260254,2015-12-26:10-10-53,[206.97278],354.0,PSI_Tray031_2015-12-26--10-10-53_top_1-2_357.png,p-2,40.0,51.3,31
111,978.0,366.0,6.173237323760986,2015-12-26:14-13-36,[206.97278],372.0,PSI_Tray031_2015-12-26--14-13-36_top_1-2_375.png,p-2,40.0,51.3,31
112,982.0,362.0,6.205810546875,2015-12-26:18-19-43,[206.97278],390.0,PSI_Tray031_2015-12-26--18-19-43_top_1-2_393.png,p-2,40.0,51.3,31
113,998.0,346.0,6.1682634353637695,2015-12-27:09-38-14,[206.97278],391.0,PSI_Tray031_2015-12-27--09-38-14_top_1-2_394.png,p-2,40.0,51.3,31
114,1002.0,342.0,6.232096195220947,2015-12-27:13-41-22,[206.97278],396.0,PSI_Tray031_2015-12-27--13-41-22_top_1-2_399.png,p-2,40.0,51.3,31
115,1006.0,338.0,6.272858619689941,2015-12-27:17-47-46,[206.97278],414.0,PSI_Tray031_2015-12-27--17-47-46_top_1-2_417.png,p-2,40.0,51.3,31
116,1021.0,323.0,6.230650424957275,2015-12-28:09-03-56,[206.97278],427.0,PSI_Tray031_2015-12-28--09-03-56_top_1-2_430.png,p-2,40.0,51.3,31
117,1025.0,319.0,6.365843296051025,2015-12-28:13-07-42,[206.97278],445.0,PSI_Tray031_2015-12-28--13-07-42_top_1-2_448.png,p-2,40.0,51.3,31
118,1029.0,315.0,6.418342113494873,2015-12-28:17-14-45,[206.97278],463.0,PSI_Tray031_2015-12-28--17-14-45_top_1-2_466.png,p-2,40.0,51.3,31
119,1046.0,298.0,6.434735298156738,2015-12-29:10-05-16,[206.97278],468.0,PSI_Tray031_2015-12-29--10-05-16_top_1-2_471.png,p-2,40.0,51.3,31
120,1050.0,294.0,6.559144973754883,2015-12-29:14-10-21,[206.97278],486.0,PSI_Tray031_2015-12-29--14-10-21_top_1-2_489.png,p-2,40.0,51.3,31
121,1054.0,290.0,6.788597583770752,2015-12-29:18-18-50,[206.97278],504.0,PSI_Tray031_2015-12-29--18-18-50_top_1-2_507.png,p-2,40.0,51.3,31
122,1071.0,273.0,7.985865592956543,2015-12-30:11-06-08,[206.97278],510.0,PSI_Tray031_2015-12-30--11-06-08_top_1-2_513.png,p-2,40.0,51.3,31
123,1079.0,265.0,9.836594581604004,2015-12-30:19-05-24,[206.97278],526.0,PSI_Tray031_2015-12-30--19-05-24_top_1-2_529.png,p-2,40.0,51.3,31
124,1093.0,251.0,8.295815467834473,2015-12-31:09-03-59,[206.97278],533.0,PSI_Tray031_2015-12-31--09-03-59_top_1-2_536.png,p-2,40.0,51.3,31
125,1097.0,247.0,12.39404582977295,2015-12-31:13-08-55,[206.97278],550.0,PSI_Tray031_2015-12-31--13-08-55_top_1-2_553.png,p-2,40.0,51.3,31
126,1102.0,242.0,14.210909843444824,2015-12-31:17-57-44,[206.97278],559.0,PSI_Tray031_2015-12-31--17-57-44_top_1-2_562.png,p-2,40.0,51.3,31
127,1117.0,227.0,14.34262752532959,2016-01-01:09-34-15,[206.97278],571.0,PSI_Tray031_2016-01-01--09-34-15_top_1-2_574.png,p-2,40.0,51.3,31
128,1144.0,200.0,19.346288681030273,2016-01-02:12-19-26,[206.97278],572.0,PSI_Tray031_2016-01-02--12-19-26_top_1-2_575.png,p-2,40.0,51.3,31
129,1150.0,194.0,24.481782913208008,2016-01-02:18-34-02,[206.97278],586.0,PSI_Tray031_2016-01-02--18-34-02_top_1-2_589.png,p-2,40.0,51.3,31
130,1165.0,179.0,20.03589630126953,2016-01-03:09-03-58,[206.97278],596.0,PSI_Tray031_2016-01-03--09-03-58_top_1-2_599.png,p-2,40.0,51.3,31
131,1169.0,175.0,25.171693801879883,2016-01-03:13-11-11,[206.97278],602.0,PSI_Tray031_2016-01-03--13-11-11_top_1-2_605.png,p-2,40.0,51.3,31
132,1176.0,168.0,26.909547805786133,2016-01-03:19-39-58,[206.97278],614.0,PSI_Tray031_2016-01-03--19-39-58_top_1-2_617.png,p-2,40.0,51.3,31
133,1189.0,155.0,28.18840980529785,2016-01-04:09-04-00,[206.97278],619.0,PSI_Tray031_2016-01-04--09-04-00_top_1-2_622.png,p-2,40.0,51.3,31
134,1196.0,148.0,37.104129791259766,2016-01-04:16-01-16,[206.97278],632.0,PSI_Tray031_2016-01-04--16-01-16_top_1-2_635.png,p-2,40.0,51.3,31
135,527.0,817.0,6.392404556274414,2015-12-14:12-54-06,[206.97278],1.0,PSI_Tray031_2015-12-14--12-54-06_top_1-3_4.png,p-3,210.0,270.6,31
136,548.0,796.0,7.625812530517578,2015-12-15:09-03-53,[206.97278],9.0,PSI_Tray031_2015-12-15--09-03-53_top_1-3_12.png,p-3,210.0,270.6,31
137,552.0,792.0,31.534780502319336,2015-12-15:13-33-56,[206.97278],10.0,PSI_Tray031_2015-12-15--13-33-56_top_1-3_13.png,p-3,210.0,270.6,31
138,574.0,770.0,52.193328857421875,2015-12-16:11-01-59,[206.97278],14.0,PSI_Tray031_2015-12-16--11-01-59_top_1-3_17.png,p-3,210.0,270.6,31
139,578.0,766.0,6.179460525512695,2015-12-16:15-02-22,[206.97278],29.0,PSI_Tray031_2015-12-16--15-02-22_top_1-3_32.png,p-3,210.0,270.6,31
140,582.0,762.0,6.172502517700195,2015-12-16:19-14-49,[206.97278],31.0,PSI_Tray031_2015-12-16--19-14-49_top_1-3_34.png,p-3,210.0,270.6,31
141,596.0,748.0,6.121037006378174,2015-12-17:09-03-55,[206.97278],37.0,PSI_Tray031_2015-12-17--09-03-55_top_1-3_40.png,p-3,210.0,270.6,31
142,600.0,744.0,6.088327407836914,2015-12-17:13-13-53,[206.97278],56.0,PSI_Tray031_2015-12-17--13-13-53_top_1-3_59.png,p-3,210.0,270.6,31
143,605.0,739.0,6.097755432128906,2015-12-17:18-06-56,[206.97278],66.0,PSI_Tray031_2015-12-17--18-06-56_top_1-3_69.png,p-3,210.0,270.6,31
144,620.0,724.0,6.11610221862793,2015-12-18:09-03-55,[206.97278],76.0,PSI_Tray031_2015-12-18--09-03-55_top_1-3_79.png,p-3,210.0,270.6,31
145,627.0,717.0,6.090055465698242,2015-12-18:16-34-21,[206.97278],86.0,PSI_Tray031_2015-12-18--16-34-21_top_1-3_89.png,p-3,210.0,270.6,31
146,645.0,699.0,6.091433525085449,2015-12-19:10-23-02,[206.97278],95.0,PSI_Tray031_2015-12-19--10-23-02_top_1-3_98.png,p-3,210.0,270.6,31
147,651.0,693.0,6.086819171905518,2015-12-19:16-49-06,[206.97278],110.0,PSI_Tray031_2015-12-19--16-49-06_top_1-3_113.png,p-3,210.0,270.6,31
148,668.0,676.0,6.119122505187988,2015-12-20:09-03-55,[206.97278],126.0,PSI_Tray031_2015-12-20--09-03-55_top_1-3_129.png,p-3,210.0,270.6,31
149,675.0,669.0,6.088436126708984,2015-12-20:16-23-44,[206.97278],142.0,PSI_Tray031_2015-12-20--16-23-44_top_1-3_145.png,p-3,210.0,270.6,31
150,679.0,665.0,6.100735664367676,2015-12-20:20-30-06,[206.97278],159.0,PSI_Tray031_2015-12-20--20-30-06_top_1-3_162.png,p-3,210.0,270.6,31
151,692.0,652.0,6.1080780029296875,2015-12-21:09-17-08,[206.97278],160.0,PSI_Tray031_2015-12-21--09-17-08_top_1-3_163.png,p-3,210.0,270.6,31
152,696.0,648.0,6.080551624298096,2015-12-21:13-30-33,[206.97278],179.0,PSI_Tray031_2015-12-21--13-30-33_top_1-3_182.png,p-3,210.0,270.6,31
153,703.0,641.0,6.108310222625732,2015-12-21:20-32-51,[206.97278],195.0,PSI_Tray031_2015-12-21--20-32-51_top_1-3_198.png,p-3,210.0,270.6,31
154,716.0,628.0,6.108575820922852,2015-12-22:09-03-55,[206.97278],196.0,PSI_Tray031_2015-12-22--09-03-55_top_1-3_199.png,p-3,210.0,270.6,31
155,720.0,624.0,6.075367450714111,2015-12-22:13-04-09,[206.97278],214.0,PSI_Tray031_2015-12-22--13-04-09_top_1-3_217.png,p-3,210.0,270.6,31
156,724.0,620.0,6.0840888023376465,2015-12-22:17-07-25,[206.97278],231.0,PSI_Tray031_2015-12-22--17-07-25_top_1-3_234.png,p-3,210.0,270.6,31
157,740.0,604.0,6.092454433441162,2015-12-23:09-03-56,[206.97278],245.0,PSI_Tray031_2015-12-23--09-03-56_top_1-3_248.png,p-3,210.0,270.6,31
158,744.0,600.0,6.070379257202148,2015-12-23:13-08-50,[206.97278],262.0,PSI_Tray031_2015-12-23--13-08-50_top_1-3_265.png,p-3,210.0,270.6,31
